MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC512722,11.0,188000.0,11,2020,19808,Red Clay Consolidated,2045,0.27,Sherwood Park Ii,Mill Creek Hundred,141,True,13200,48800,Residential,1959,4.0,2.0,Yes,Yes,1875.0,623.0,No,No,No,1959.0,FeeSimple,Detached,2498.0,"Lower1,Lower2,Main,Upper1",Less than 2 months
DENC512084,35.0,274900.0,10,2020,19808,Red Clay Consolidated,1652,0.15,Duncan Woods,Mill Creek Hundred,205,True,8600,41500,Residential,1978,4.0,2.0,Yes,No,1150.0,0.0,No,Yes,No,1978.0,FeeSimple,Detached,1150.0,"Lower1,Main,Upper1",Less than 2 months
DENC511666,1.0,240000.0,10,2020,19808,Red Clay Consolidated,1995,0.25,Limestone Acres,Mill Creek Hundred,41,True,11100,49400,Residential,1953,3.0,2.0,Yes,Yes,1725.0,0.0,No,No,Yes,1953.0,FeeSimple,Detached,1725.0,"Main,Upper1",Less than 2 months
DENC511004,3.0,250000.0,10,2020,19808,Red Clay Consolidated,1864,0.21,Klair Estates,Mill Creek Hundred,83,True,11500,45000,Residential,1957,3.0,2.0,Yes,Yes,1162.0,588.0,No,Yes,No,1957.0,FeeSimple,Detached,1750.0,"Lower1,Main",Less than 2 months
DENC501862,1.0,250000.0,5,2020,19808,Red Clay Consolidated,2335,0.2,Heritage Park,Mill Creek Hundred,73,True,14100,56700,Residential,1964,4.0,2.0,Yes,Yes,2000.0,664.0,No,Yes,Yes,1964.0,FeeSimple,Detached,2664.0,"Lower1,Main,Upper1",Less than 2 months
DENC498786,12.0,239999.0,3,2020,19808,Red Clay Consolidated,2655,0.05,Weatherhill Farms,Mill Creek Hundred,98,True,22100,58400,Residential,1987,3.0,3.0,Yes,No,1475.0,0.0,No,Yes,Yes,1987.0,FeeSimple,Interior Row/Townhouse,1475.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC517190,8.0,279900.0,11,2020,19808,Red Clay Consolidated,2391,0.24,Brookmeade,Christiana Hundred,73,True,15200,57300,Residential,1966,3.0,3.0,Yes,Yes,0.0,0.0,No,Yes,Yes,1966.0,FeeSimple,Detached,0.0,Main,Less than 2 months
DENC512534,5.0,249900.0,11,2020,19808,Red Clay Consolidated,2645,0.05,Weatherhill Farms,Mill Creek Hundred,86,False,22100,58100,Residential,1987,2.0,3.0,Yes,Yes,1650.0,184.0,No,Yes,Yes,1987.0,FeeSimple,Interior Row/Townhouse,1834.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC509920,7.0,255000.0,9,2020,19808,Red Clay Consolidated,1468,0.12,Faulkland Heights,Christiana Hundred,34,True,9400,35100,Residential,1960,3.0,1.0,Yes,No,1375.0,432.0,No,Yes,Yes,1960.0,FeeSimple,Detached,1807.0,Main,Less than 2 months
DENC511208,12.0,239900.0,10,2020,19808,Red Clay Consolidated,1217,0.08,Avalon,Christiana Hundred,167,True,5300,31600,Residential,1934,3.0,3.0,Yes,No,2000.0,0.0,No,Yes,No,1934.0,FeeSimple,Detached,2000.0,"Main,Upper1",Less than 2 months
DENC509770,6.0,249000.0,10,2020,19808,Red Clay Consolidated,2045,0.15,Maplecrest,Mill Creek Hundred,320,True,11700,50300,Residential,1961,3.0,2.0,Yes,Yes,2050.0,666.0,No,Yes,No,1961.0,FeeSimple,Detached,2716.0,"Lower1,Main",Less than 2 months
DENC505268,5.0,249900.0,7,2020,19808,Red Clay Consolidated,1897,0.25,Faulkland Heights,Christiana Hundred,28,True,11100,46400,Residential,1960,3.0,1.0,Yes,No,1500.0,475.0,No,Yes,Yes,1960.0,FeeSimple,Detached,1975.0,"Lower1,Main",Less than 2 months
DENC504370,9.0,255000.0,7,2020,19808,Red Clay Consolidated,2342,0.2,Pinecrest,Mill Creek Hundred,207,True,12700,58300,Residential,1960,4.0,2.0,Yes,No,1775.0,356.0,No,No,No,1960.0,FeeSimple,Detached,2131.0,"Lower1,Main",Less than 2 months
DENC504172,44.0,265000.0,7,2020,19808,Red Clay Consolidated,1389,0.13,Kirkwood Gardens,Mill Creek Hundred,69,True,6600,35500,Residential,1956,3.0,2.0,No,No,1275.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1275.0,Main,Less than 2 months
DENC518736,7.0,249900.0,12,2020,19808,Red Clay Consolidated,2127,0.15,Marshallton Green,Mill Creek Hundred,163,False,11700,52800,Residential,1976,4.0,3.0,Yes,No,2300.0,0.0,No,Yes,No,1976.0,FeeSimple,Detached,2300.0,"Lower1,Main",Less than 2 months
DENC502990,33.0,274900.0,6,2020,19808,Red Clay Consolidated,1969,0.16,Maplecrest,Mill Creek Hundred,300,True,11800,47900,Residential,1961,3.0,2.0,Yes,Yes,1275.0,675.0,No,Yes,No,1961.0,FeeSimple,Detached,1950.0,"Lower1,Main",Less than 2 months
DENC520832,18.0,274900.0,2,2021,19808,Red Clay Consolidated,1916,0.18,Maplecrest,Mill Creek Hundred,250,False,11900,46200,Residential,1963,3.0,2.0,Yes,Yes,1225.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1225.0,"Lower1,Main",Less than 2 months
DENC518054,3.0,259900.0,12,2020,19808,Red Clay Consolidated,1804,0.2,Maplecrest,Mill Creek Hundred,360,False,12100,42600,Residential,1961,3.0,2.0,Yes,No,1850.0,600.0,No,Yes,No,1961.0,FeeSimple,Detached,2450.0,"Lower1,Main",Less than 2 months
DENC507544,6.0,259900.0,8,2020,19808,Red Clay Consolidated,1883,0.18,Maplecrest,Mill Creek Hundred,308,True,11900,45200,Residential,1961,3.0,2.0,Yes,No,1275.0,0.0,No,Yes,No,1961.0,FeeSimple,Detached,1275.0,"Lower1,Main",Less than 2 months
DENC523178,6.0,199900.0,3,2021,19808,Red Clay Consolidated,2157,0.19,Sherwood Park,Mill Creek Hundred,133,False,12000,53400,Residential,1959,3.0,2.0,Yes,Yes,2050.0,0.0,No,No,No,1959.0,FeeSimple,Detached,2050.0,"Main,Upper1,Upper2",Less than 2 months
DENC522706,14.0,259900.0,3,2021,19808,Red Clay Consolidated,1451,0.17,Kirkwood Gardens,Mill Creek Hundred,30,True,7900,36100,Residential,1956,3.0,1.0,No,Yes,1075.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1075.0,Main,Less than 2 months
DENC522466,12.0,269900.0,3,2021,19808,Red Clay Consolidated,2137,0.33,Grendon Farms,Mill Creek Hundred,305,True,13300,51500,Residential,1961,3.0,2.0,Yes,Yes,1675.0,0.0,No,Yes,No,1961.0,FeeSimple,Detached,1675.0,Main,Less than 2 months
DENC503184,8.0,254900.0,7,2020,19808,Red Clay Consolidated,1873,0.18,Kirkwood Gardens,Mill Creek Hundred,43,True,7200,49600,Residential,1956,3.0,2.0,Yes,Yes,1575.0,1050.0,No,Yes,No,1956.0,FeeSimple,Detached,2625.0,"Lower1,Main,Upper1",Less than 2 months
DENC509278,4.0,250000.0,9,2020,19808,Red Clay Consolidated,3292,0.29,Skyline Crest,Mill Creek Hundred,66,True,17100,82700,Residential,1966,3.0,3.0,Yes,Yes,1775.0,0.0,No,Yes,No,1966.0,FeeSimple,Detached,1775.0,Main,Less than 2 months
DENC508528,7.0,249900.0,9,2020,19808,Red Clay Consolidated,1827,0.15,Faulkland Heights,Christiana Hundred,45,False,10400,45000,Residential,1960,3.0,2.0,Yes,No,1300.0,248.0,No,Yes,No,1960.0,FeeSimple,Detached,1548.0,"Lower1,Main",Less than 2 months
DENC509890,5.0,255000.0,9,2020,19808,Red Clay Consolidated,1626,0.15,Albertson Park,Christiana Hundred,78,True,11100,38200,Residential,1961,3.0,2.0,Yes,No,1675.0,546.0,No,Yes,No,1961.0,FeeSimple,Detached,2221.0,"Lower1,Main",Less than 2 months
DENC519792,2.0,260000.0,1,2021,19808,Red Clay Consolidated,2625,0.23,Arundel,Mill Creek Hundred,5,True,15800,63800,Residential,1970,4.0,3.0,Yes,Yes,1800.0,0.0,No,Yes,Yes,1970.0,FeeSimple,Detached,1800.0,"Lower1,Main,Upper1",Less than 2 months
DENC507850,3.0,259000.0,9,2020,19808,Red Clay Consolidated,1913,0.2,Tybrook,Christiana Hundred,164,True,12100,45900,Residential,1960,3.0,2.0,Yes,No,1700.0,570.0,No,Yes,No,1960.0,FeeSimple,Detached,2270.0,"Lower1,Main",Less than 2 months
DENC501244,6.0,259900.0,6,2020,19808,Red Clay Consolidated,1982,0.49,Eastburn Acres,Mill Creek Hundred,18,True,13600,46500,Residential,1960,3.0,2.0,Yes,No,1700.0,569.0,No,Yes,Yes,1960.0,FeeSimple,Detached,2269.0,"Lower1,Main",Less than 2 months
DENC499874,34.0,269000.0,4,2020,19808,Red Clay Consolidated,2480,0.87,Cooper Farms,Mill Creek Hundred,6,True,17400,57800,Residential,1950,4.0,3.0,Yes,No,1800.0,0.0,No,No,No,1950.0,FeeSimple,Detached,1800.0,Main,Less than 2 months
DENC523992,9.0,284900.0,4,2021,19808,Red Clay Consolidated,2154,0.32,Grendon Farms,Mill Creek Hundred,351,False,14500,50800,Residential,1960,4.0,3.0,Yes,No,1975.0,722.0,No,Yes,No,1959.0,FeeSimple,Detached,2697.0,"Main,Upper1,Upper2,Upper3",Less than 2 months
DENC521572,16.0,314900.0,3,2021,19808,Red Clay Consolidated,2358,0.33,Cedars,Mill Creek Hundred,117,True,10200,61300,Residential,1994,3.0,3.0,Yes,Yes,1575.0,0.0,No,Yes,No,1994.0,FeeSimple,Detached,1575.0,Main,Less than 2 months
DENC521126,5.0,260000.0,2,2021,19808,Red Clay Consolidated,3348,0.13,Limestone Hills We,Mill Creek Hundred,147,True,26500,75000,Residential,1993,2.0,3.0,Yes,Yes,1825.0,325.0,No,Yes,Yes,1993.0,FeeSimple,End of Row/Townhouse,2150.0,"Main,Upper1",Less than 2 months
DENC519780,3.0,255000.0,2,2021,19808,Red Clay Consolidated,2652,0.05,Weatherhill Farms,Mill Creek Hundred,178,False,22100,58300,Residential,1986,2.0,3.0,Yes,Yes,1475.0,0.0,No,Yes,Yes,1986.0,FeeSimple,Interior Row/Townhouse,1475.0,"Lower1,Main,Upper1",Less than 2 months
DENC519702,7.0,265000.0,1,2021,19808,Red Clay Consolidated,2002,0.23,Sherwood Park,Mill Creek Hundred,114,True,12300,48400,Residential,1956,3.0,2.0,No,Yes,1825.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1825.0,"Main,Upper1",Less than 2 months
DENC507654,3.0,259900.0,9,2020,19808,Red Clay Consolidated,2302,0.11,Fairway Falls,Mill Creek Hundred,216,False,10500,59300,Residential,1979,3.0,2.0,Yes,Yes,1550.0,0.0,No,Yes,No,1979.0,FeeSimple,End of Row/Townhouse,1550.0,Main,Less than 2 months
DENC507868,3.0,265000.0,8,2020,19808,Red Clay Consolidated,1613,0.28,Marshallton Hgts,Christiana Hundred,18,True,10600,38300,Residential,1970,2.0,2.0,Yes,Yes,900.0,450.0,No,Yes,No,1970.0,FeeSimple,Detached,1350.0,"Lower1,Main",Less than 2 months
DENC506164,4.0,275000.0,8,2020,19808,Red Clay Consolidated,3094,0.07,Limestone Hills We,Mill Creek Hundred,42,True,24000,69800,Residential,1993,2.0,2.0,Yes,Yes,1650.0,330.0,No,Yes,Yes,1993.0,FeeSimple,Interior Row/Townhouse,1980.0,"Main,Upper1,Upper2",Less than 2 months
DENC504290,53.0,269000.0,7,2020,19808,Red Clay Consolidated,1946,0.2,Brookdale,Mill Creek Hundred,35,True,12700,46300,Residential,1965,4.0,3.0,Yes,No,1575.0,0.0,No,Yes,No,1965.0,FeeSimple,Detached,1575.0,"Main,Upper1",Less than 2 months
DENC503704,12.0,260000.0,6,2020,19808,Red Clay Consolidated,1715,0.22,Kirkwood Gardens,Mill Creek Hundred,105,True,7400,44600,Residential,1956,3.0,2.0,Yes,Yes,1425.0,572.0,No,Yes,Yes,1956.0,FeeSimple,Detached,1997.0,"Lower1,Main,Upper1",Less than 2 months
DENC502098,3.0,259900.0,6,2020,19808,Red Clay Consolidated,1946,0.21,Limestone Acres,Mill Creek Hundred,19,True,10100,48900,Residential,1962,4.0,2.0,Yes,Yes,1875.0,400.0,No,Yes,No,1962.0,FeeSimple,Detached,2275.0,"Lower1,Main,Upper1",Less than 2 months
DENC510674,38.0,315000.0,10,2020,19808,Red Clay Consolidated,3292,0.31,Skyline Hills Of,Mill Creek Hundred,32,True,21600,78200,Residential,1966,4.0,3.0,Yes,Yes,2325.0,0.0,No,Yes,No,1966.0,FeeSimple,Detached,2325.0,"Main,Upper1",Less than 2 months
DENC512772,19.0,274900.0,11,2020,19808,Red Clay Consolidated,2414,0.18,Delpark Manor,Mill Creek Hundred,164,True,11300,61900,Residential,1957,3.0,2.0,Yes,Yes,1675.0,0.0,No,No,No,1957.0,FeeSimple,Detached,1675.0,Main,Less than 2 months
DENC510948,63.0,275000.0,10,2020,19808,Red Clay Consolidated,3325,0.21,Limestone Hills We,Mill Creek Hundred,41,True,29700,71100,Residential,1993,2.0,2.0,Yes,Yes,1700.0,330.0,No,Yes,Yes,1993.0,FeeSimple,End of Row/Townhouse,2030.0,"Main,Upper1,Upper2",More than 2 months
DENC518896,4.0,259900.0,1,2021,19808,Red Clay Consolidated,2124,0.34,Eastburn Heights,Mill Creek Hundred,133,True,10300,54100,Residential,1958,3.0,2.0,Yes,No,2225.0,744.0,No,No,No,1958.0,FeeSimple,Detached,2969.0,Main,Less than 2 months
DENC521652,38.0,279900.0,3,2021,19808,Red Clay Consolidated,1873,0.36,Eastburn Heights,Mill Creek Hundred,104,True,10400,46400,Residential,1950,3.0,1.0,No,No,1500.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,1500.0,"Main,Upper1",Less than 2 months
DENC521392,1.0,269900.0,2,2021,19808,Red Clay Consolidated,1870,0.23,Faulkland Heights,Christiana Hundred,53,True,7500,49200,Residential,1960,3.0,2.0,Yes,No,1525.0,480.0,No,Yes,No,1960.0,FeeSimple,Detached,2005.0,"Lower1,Main",Less than 2 months
DENC511652,14.0,269900.0,10,2020,19808,Red Clay Consolidated,1943,0.16,Pinecrest,Mill Creek Hundred,174,True,11800,47100,Residential,1960,3.0,2.0,Yes,No,1550.0,300.0,No,Yes,No,1960.0,FeeSimple,Detached,1850.0,"Lower1,Main",Less than 2 months
DENC511272,3.0,269900.0,10,2020,19808,Red Clay Consolidated,1834,0.21,Klair Estates,Mill Creek Hundred,79,False,11500,44100,Residential,1963,3.0,2.0,Yes,Yes,1450.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1450.0,Main,Less than 2 months
DENC502628,5.0,265000.0,6,2020,19808,Red Clay Consolidated,2315,0.19,Village Of Lindell,Mill Creek Hundred,461,True,16000,54200,Residential,1984,3.0,3.0,Yes,Yes,1850.0,0.0,No,Yes,Yes,1984.0,FeeSimple,Detached,1850.0,"Main,Upper1",Less than 2 months
DENC500054,17.0,269900.0,4,2020,19808,Red Clay Consolidated,1837,0.3,Hyde Park,Mill Creek Hundred,104,True,12900,42800,Residential,1955,3.0,2.0,Yes,Yes,1550.0,620.0,No,Yes,Yes,1955.0,FeeSimple,Detached,2170.0,"Lower1,Main,Upper1",Less than 2 months
DENC524096,8.0,254900.0,4,2021,19808,Red Clay Consolidated,1639,0.2,Albertson Park,Christiana Hundred,26,True,10300,39400,Residential,1961,3.0,2.0,Yes,No,1218.0,1096.0,No,Yes,No,1961.0,FeeSimple,Detached,2314.0,"Lower1,Main",Less than 2 months
DENC523824,6.0,265000.0,4,2021,19808,Red Clay Consolidated,2602,0.08,Plum Run,Mill Creek Hundred,155,True,19400,59500,Residential,1981,3.0,3.0,Yes,Yes,2075.0,416.0,No,Yes,Yes,1981.0,FeeSimple,Interior Row/Townhouse,2491.0,"Lower1,Main,Upper1",Less than 2 months
DENC523226,4.0,254900.0,3,2021,19808,Red Clay Consolidated,3813,0.0,Berkshire,Mill Creek Hundred,065.C.0022,True,17300,98300,Residential,1990,3.0,2.0,No,Yes,0.0,0.0,Yes,Yes,No,1990.0,FeeSimple,End of Row/Townhouse,0.0,"Main,Upper1",Less than 2 months
DENC518778,5.0,279900.0,1,2021,19808,Red Clay Consolidated,2635,0.07,Fairway Falls,Mill Creek Hundred,253,True,9900,70000,Residential,1981,3.0,3.0,Yes,Yes,2450.0,525.0,No,Yes,Yes,1981.0,FeeSimple,Interior Row/Townhouse,2975.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC517436,6.0,259900.0,11,2020,19808,Red Clay Consolidated,1956,0.17,Eastburn Acres,Mill Creek Hundred,52,True,11200,48100,Residential,1960,3.0,2.0,Yes,Yes,1311.0,614.0,No,Yes,Yes,1960.0,FeeSimple,Detached,1925.0,"Lower1,Main",Less than 2 months
DENC505656,12.0,265000.0,7,2020,19808,Red Clay Consolidated,1930,0.18,Woodmill Village,Mill Creek Hundred,221,True,15900,42600,Residential,1987,3.0,3.0,No,Yes,1650.0,0.0,No,Yes,Yes,1987.0,FeeSimple,Detached,1650.0,"Main,Upper1",Less than 2 months
DENC505228,1.0,275000.0,7,2020,19808,Red Clay Consolidated,1963,0.23,Klair Estates,Mill Creek Hundred,123,True,11600,47900,Residential,1954,3.0,2.0,Yes,Yes,1450.0,1454.0,No,Yes,No,1954.0,FeeSimple,Detached,2904.0,Main,Less than 2 months
DENC504912,8.0,270000.0,7,2020,19808,Red Clay Consolidated,1916,0.2,Eastburn Acres,Mill Creek Hundred,43,False,11400,46700,Residential,1960,3.0,2.0,Yes,Yes,1925.0,614.0,No,Yes,No,1960.0,FeeSimple,Detached,2539.0,"Lower1,Main",Less than 2 months
DENC500810,2.0,264900.0,5,2020,19808,Red Clay Consolidated,2180,0.2,Klair Estates,Mill Creek Hundred,65,True,11400,54700,Residential,1956,3.0,3.0,Yes,Yes,2125.0,383.0,No,Yes,No,1956.0,FeeSimple,Detached,2508.0,"Lower1,Main,Upper1",Less than 2 months
DENC517760,4.0,250000.0,12,2020,19808,Red Clay Consolidated,1930,0.38,Limestone Acres,Mill Creek Hundred,4,True,12500,46000,Residential,1953,3.0,1.0,Yes,No,1184.0,0.0,No,Yes,Yes,1953.0,FeeSimple,Detached,1184.0,Main,Less than 2 months
DENC523028,6.0,265000.0,3,2021,19808,Red Clay Consolidated,1296,0.2,Kirkwood Gardens,Mill Creek Hundred,335,True,8100,31200,Residential,1956,3.0,2.0,No,No,1250.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1250.0,Main,Less than 2 months
DENC516974,6.0,272500.0,11,2020,19808,Red Clay Consolidated,1844,0.2,Eastburn Acres,Mill Creek Hundred,3,True,11400,44500,Residential,1960,3.0,2.0,Yes,No,1700.0,569.0,No,Yes,No,1960.0,FeeSimple,Detached,2269.0,"Lower1,Main",Less than 2 months
DENC499614,45.0,279000.0,4,2020,19808,Red Clay Consolidated,3064,0.06,North Pointe,Mill Creek Hundred,328,True,23600,69300,Residential,1995,2.0,3.0,Yes,Yes,1200.0,350.0,No,Yes,Yes,1995.0,FeeSimple,Interior Row/Townhouse,1550.0,"Main,Upper1",Less than 2 months
DENC520688,5.0,260000.0,2,2021,19808,Red Clay Consolidated,2385,0.25,Cooper Farms,Mill Creek Hundred,234,True,15100,57200,Residential,1953,3.0,2.0,Yes,Yes,1425.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1425.0,"Lower1,Main",Less than 2 months
DENC518402,8.0,274900.0,12,2020,19808,Red Clay Consolidated,1920,0.17,Eastburn Acres,Mill Creek Hundred,89,True,11200,47000,Residential,1960,3.0,2.0,Yes,No,1925.0,614.0,No,Yes,No,1960.0,FeeSimple,Detached,2539.0,"Lower1,Main",Less than 2 months
DENC517478,7.0,260000.0,12,2020,19808,Red Clay Consolidated,1920,0.16,Pinecrest,Mill Creek Hundred,171,True,11800,46400,Residential,1960,3.0,2.0,Yes,No,1550.0,300.0,No,Yes,No,1960.0,FeeSimple,Detached,1850.0,"Lower1,Main",Less than 2 months
DENC504088,16.0,279000.0,6,2020,19808,Red Clay Consolidated,2068,0.16,Delpark Manor,Mill Creek Hundred,236,True,10600,52100,Residential,1957,3.0,2.0,Yes,Yes,1675.0,0.0,No,Yes,No,1957.0,FeeSimple,Detached,1675.0,"Lower1,Main,Upper1",Less than 2 months
DENC502162,3.0,274900.0,5,2020,19808,Red Clay Consolidated,2259,0.16,Maplecrest,Mill Creek Hundred,268,True,11800,56700,Residential,1963,3.0,2.0,Yes,No,1250.0,1200.0,No,Yes,No,1963.0,FeeSimple,Detached,2450.0,"Lower1,Main",Less than 2 months
DENC518502,5.0,275000.0,1,2021,19808,Red Clay Consolidated,2022,0.23,Delpark Manor,Mill Creek Hundred,186,True,11600,49700,Residential,1957,3.0,2.0,Yes,Yes,1425.0,273.0,No,Yes,No,1957.0,FeeSimple,Detached,1698.0,"Lower1,Main,Upper1",Less than 2 months
DENC503514,12.0,282000.0,6,2020,19808,Red Clay Consolidated,2385,0.1,Plum Run,Mill Creek Hundred,124,True,21600,50700,Residential,1975,3.0,3.0,Yes,No,1718.0,682.0,No,Yes,No,1975.0,FeeSimple,End of Row/Townhouse,2400.0,"Lower1,Main,Upper1",Less than 2 months
DENC505550,19.0,287000.0,7,2020,19808,Red Clay Consolidated,2757,0.07,Limestone Hills We,Mill Creek Hundred,137,True,24000,59600,Residential,1993,3.0,3.0,Yes,Yes,1850.0,0.0,No,Yes,Yes,1993.0,FeeSimple,Interior Row/Townhouse,1850.0,"Main,Upper1",Less than 2 months
DENC502730,3.0,279900.0,6,2020,19808,Red Clay Consolidated,3222,0.1,Limestone Hills,Mill Creek Hundred,62,False,25200,72500,Residential,1993,3.0,3.0,No,Yes,1700.0,0.0,No,Yes,Yes,1993.0,FeeSimple,End of Row/Townhouse,1700.0,"Lower1,Upper2",Less than 2 months
DENC523610,5.0,259900.0,4,2021,19808,Red Clay Consolidated,1834,0.16,Capital Tr Fms,Mill Creek Hundred,35,True,10500,45100,Residential,1956,3.0,2.0,Yes,Yes,1325.0,531.0,No,Yes,No,1956.0,FeeSimple,Detached,1856.0,"Lower1,Main,Upper1",Less than 2 months
DENC506182,6.0,279000.0,7,2020,19808,Red Clay Consolidated,2348,0.15,English Creek,Mill Creek Hundred,145,True,11100,60100,Residential,1992,3.0,3.0,Yes,Yes,1800.0,0.0,No,Yes,No,1992.0,FeeSimple,Detached,1800.0,"Lower1,Main,Upper1",Less than 2 months
DENC522770,14.0,300000.0,3,2021,19808,Red Clay Consolidated,3579,0.0,Berkshire,Mill Creek Hundred,065.C.0091,False,16100,92400,Residential,1993,3.0,3.0,Yes,Yes,1290.0,1040.0,Yes,Yes,Yes,1993.0,FeeSimple,Interior Row/Townhouse,2330.0,"Lower1,Main",Less than 2 months
DENC519970,4.0,250000.0,1,2021,19808,Red Clay Consolidated,3661,0.0,Berkshire,Mill Creek Hundred,065.C.0015,True,16100,94900,Residential,1990,3.0,3.0,No,Yes,2580.0,0.0,No,Yes,Yes,1990.0,Condominium,Interior Row/Townhouse,2580.0,Main,Less than 2 months
DENC512964,4.0,279000.0,11,2020,19808,Red Clay Consolidated,1890,0.31,Limestone Acres,Mill Creek Hundred,50,True,11500,45800,Residential,1953,4.0,2.0,Yes,Yes,1678.0,0.0,No,No,Yes,1953.0,FeeSimple,Detached,1678.0,"Main,Upper1",Less than 2 months
DENC510870,5.0,274900.0,10,2020,19808,Red Clay Consolidated,2190,0.46,Meadowood,Mill Creek Hundred,339,True,16000,50400,Residential,1960,3.0,3.0,Yes,Yes,1450.0,475.0,No,Yes,No,1960.0,FeeSimple,Detached,1925.0,"Lower1,Main",Less than 2 months
DENC504250,3.0,269999.0,7,2020,19808,Red Clay Consolidated,2586,0.15,Village Of Lindell,Mill Creek Hundred,293,True,15600,62800,Residential,1986,3.0,3.0,Yes,Yes,1750.0,0.0,No,Yes,No,1986.0,FeeSimple,Detached,1750.0,Main,Less than 2 months
DENC502846,2.0,279900.0,6,2020,19808,Red Clay Consolidated,3124,0.06,North Pointe,Mill Creek Hundred,279,True,23600,71100,Residential,1994,2.0,3.0,Yes,Yes,1550.0,200.0,No,Yes,Yes,1994.0,FeeSimple,Interior Row/Townhouse,1750.0,"Lower1,Main,Upper1",Less than 2 months
DENC501718,1.0,280000.0,5,2020,19808,Red Clay Consolidated,1999,0.23,Sheridan Square,Mill Creek Hundred,24,True,11100,49500,Residential,1963,3.0,2.0,Yes,Yes,1800.0,602.0,No,Yes,No,1963.0,FeeSimple,Detached,2402.0,"Lower1,Main",Less than 2 months
DENC501514,2.0,275000.0,5,2020,19808,Red Clay Consolidated,2315,0.26,Parkwood,Mill Creek Hundred,115,True,16100,54100,Residential,1963,3.0,2.0,Yes,Yes,1373.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1373.0,Main,Less than 2 months
DENC519984,5.0,259500.0,1,2021,19808,Red Clay Consolidated,2085,0.32,Cooper Farms,Mill Creek Hundred,65,True,11900,51300,Residential,1950,3.0,2.0,Yes,Yes,1300.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,1300.0,"Lower1,Main",Less than 2 months
DENC517904,3.0,277000.0,12,2020,19808,Red Clay Consolidated,2124,0.15,Delpark Manor,Mill Creek Hundred,157,True,11100,53300,Residential,1958,3.0,2.0,Yes,Yes,1675.0,546.0,No,Yes,No,1958.0,FeeSimple,Detached,2221.0,"Lower1,Main,Upper1",Less than 2 months
DENC524594,7.0,289900.0,4,2021,19808,Red Clay Consolidated,1963,0.37,Village Of Lindell,Mill Creek Hundred,413,True,17100,42400,Residential,1982,3.0,1.0,No,Yes,1175.0,0.0,No,Yes,No,1982.0,FeeSimple,Detached,1175.0,Main,Less than 2 months
DENC509496,54.0,295000.0,9,2020,19808,Red Clay Consolidated,3229,0.07,Castleshire,Mill Creek Hundred,144,True,24000,73900,Residential,1986,3.0,3.0,Yes,Yes,1975.0,0.0,Yes,Yes,No,1986.0,Condominium,Twin/Semi-Detached,1975.0,"Main,Upper1,Upper2",Less than 2 months
DENC511076,4.0,284900.0,10,2020,19808,Red Clay Consolidated,1807,0.15,Woodmill Village,Mill Creek Hundred,225,True,15600,39200,Residential,1987,3.0,2.0,No,Yes,1725.0,0.0,No,Yes,No,1987.0,FeeSimple,Detached,1725.0,"Main,Upper1",Less than 2 months
DENC505436,35.0,294900.0,7,2020,19808,Red Clay Consolidated,2160,0.16,Heritage Park,Mill Creek Hundred,72,True,13100,52400,Residential,1964,4.0,2.0,Yes,No,2000.0,664.0,No,No,No,1964.0,FeeSimple,Detached,2664.0,"Lower1,Main,Upper1",Less than 2 months
