MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,TotalLandAsmt,TotalBldgAsmt,YearBuilt,Bedrooms,Baths,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Age,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC505550,19.0,287000.0,7,2020,13,4,2757,0.07,283,4,280,24000,59600,118,3.0,3.0,2,1850.0,0.0,1993.0,4,1850.0,27,1
DENC502730,3.0,279900.0,6,2020,13,4,3222,0.1,282,4,733,25200,72500,118,3.0,3.0,2,1700.0,0.0,1993.0,2,1700.0,20,1
DENC523610,5.0,259900.0,4,2021,13,4,1834,0.16,84,4,525,10500,45100,81,3.0,2.0,2,1325.0,531.0,1956.0,1,1856.0,12,1
DENC506182,6.0,279000.0,7,2020,13,4,2348,0.15,176,4,289,11100,60100,117,3.0,3.0,2,1800.0,0.0,1992.0,1,1800.0,12,1
DENC522770,14.0,300000.0,3,2021,13,4,3579,0.0,40,4,132,16100,92400,118,3.0,3.0,2,1290.0,1040.0,1993.0,4,2330.0,11,1
DENC519970,4.0,250000.0,1,2021,13,4,3661,0.0,40,4,125,16100,94900,115,3.0,3.0,2,2580.0,0.0,1990.0,4,2580.0,26,1
DENC512964,4.0,279000.0,11,2020,13,4,1890,0.31,280,4,668,11500,45800,78,4.0,2.0,2,1678.0,0.0,1953.0,1,1678.0,27,1
DENC510870,5.0,274900.0,10,2020,13,4,2190,0.46,319,4,513,16000,50400,85,3.0,3.0,2,1450.0,475.0,1960.0,1,1925.0,11,1
DENC504250,3.0,269999.0,7,2020,13,4,2586,0.15,520,4,462,15600,62800,111,3.0,3.0,2,1750.0,0.0,1986.0,1,1750.0,26,1
DENC502846,2.0,279900.0,6,2020,13,4,3124,0.06,349,4,446,23600,71100,119,2.0,3.0,2,1550.0,200.0,1994.0,4,1750.0,12,1
DENC501718,1.0,280000.0,5,2020,13,4,1999,0.23,442,4,401,11100,49500,88,3.0,2.0,2,1800.0,602.0,1963.0,1,2402.0,11,1
DENC501514,2.0,275000.0,5,2020,13,4,2315,0.26,375,4,238,16100,54100,88,3.0,2.0,2,1373.0,0.0,1963.0,1,1373.0,26,1
DENC519984,5.0,259500.0,1,2021,13,4,2085,0.32,129,4,742,11900,51300,75,3.0,2.0,2,1300.0,0.0,1950.0,1,1300.0,11,1
DENC517904,3.0,277000.0,12,2020,13,4,2124,0.15,148,4,303,11100,53300,83,3.0,2.0,2,1675.0,546.0,1958.0,1,2221.0,12,1
DENC524594,7.0,289900.0,4,2021,13,4,1963,0.37,520,4,590,17100,42400,107,3.0,1.0,2,1175.0,0.0,1982.0,1,1175.0,26,1
DENC509496,54.0,295000.0,9,2020,13,4,3229,0.07,93,4,288,24000,73900,111,3.0,3.0,2,1975.0,0.0,1986.0,8,1975.0,28,1
DENC511076,4.0,284900.0,10,2020,13,4,1807,0.15,601,4,385,15600,39200,112,3.0,2.0,2,1725.0,0.0,1987.0,1,1725.0,27,1
DENC505436,35.0,294900.0,7,2020,13,4,2160,0.16,228,4,753,13100,52400,89,4.0,2.0,1,2000.0,664.0,1964.0,1,2664.0,12,1
DENC524090,3.0,270000.0,4,2021,13,4,1758,0.15,185,2,343,10400,42900,85,3.0,2.0,1,1300.0,248.0,1960.0,1,1548.0,11,1
DENC523110,4.0,264900.0,3,2021,13,4,2583,0.3,74,2,750,15700,62600,97,3.0,2.0,2,1850.0,0.0,1972.0,1,1850.0,11,1
DENC522916,5.0,275000.0,4,2021,13,4,2002,0.18,442,4,485,11300,49400,87,3.0,2.0,2,1675.0,560.0,1962.0,1,2235.0,11,1
DENC518266,9.0,300000.0,12,2020,13,4,2137,0.17,185,2,318,10500,54300,85,3.0,2.0,2,950.0,550.0,1960.0,1,1500.0,11,1
DENC517110,4.0,269900.0,11,2020,13,4,2447,0.38,307,4,235,13900,60300,79,3.0,2.0,2,1200.0,1200.0,1954.0,1,2400.0,11,1
DENC511138,1.0,282900.0,10,2020,13,4,3051,0.06,283,4,747,23600,68900,118,2.0,3.0,2,1700.0,330.0,1993.0,4,2030.0,12,1
DENC505628,1.0,289900.0,7,2020,13,4,2385,0.3,492,4,782,12600,59700,98,4.0,2.0,2,2325.0,930.0,1973.0,1,3255.0,26,1
DENC502176,4.0,269999.0,5,2020,13,4,1857,0.25,263,4,514,7500,48800,81,4.0,2.0,2,1525.0,595.0,1956.0,1,2120.0,12,1
DENC500720,12.0,285000.0,5,2020,13,4,2151,0.16,228,4,238,13100,52100,91,3.0,2.0,2,1575.0,0.0,1966.0,1,1575.0,11,1
DENC499182,15.0,289900.0,4,2020,13,4,2658,0.11,397,4,266,22600,58000,100,4.0,4.0,2,2075.0,864.0,1975.0,2,2939.0,12,1
DENC505202,1.0,290000.0,7,2020,13,4,2273,0.24,442,4,553,11200,57700,87,3.0,2.0,1,1198.0,599.0,1962.0,1,1797.0,12,1
DENC503196,5.0,275000.0,6,2020,13,4,1738,0.25,263,4,525,7500,45200,81,4.0,2.0,1,1425.0,572.0,1956.0,1,1997.0,12,1
DENC498416,77.0,309900.0,3,2020,13,4,3417,0.12,283,4,520,26100,77500,117,3.0,3.0,2,2125.0,556.0,1992.0,4,2681.0,12,2
DENC512366,7.0,289000.0,11,2020,13,4,2807,0.16,184,4,624,11200,73900,108,3.0,3.0,2,2100.0,702.0,1983.0,2,2802.0,11,1
DENC512294,6.0,284000.0,11,2020,13,4,2596,0.14,184,4,438,10900,67800,107,3.0,3.0,1,2450.0,0.0,1982.0,2,2450.0,26,1
DENC505732,6.0,279900.0,7,2020,13,4,2424,0.23,520,4,628,16400,57100,109,4.0,2.0,2,1625.0,0.0,1984.0,1,1625.0,27,1
DENC524416,8.0,285000.0,4,2021,13,4,2025,0.19,337,4,767,12100,49300,91,3.0,2.0,2,1875.0,618.0,1966.0,1,2493.0,11,1
DENC517144,1.0,305000.0,2,2021,13,4,2042,0.2,143,4,749,13400,48500,92,3.0,2.0,2,1750.0,580.0,1967.0,1,2330.0,11,1
DENC519976,10.0,285000.0,2,2021,13,4,2160,0.2,393,4,361,12700,52800,85,3.0,2.0,1,2125.0,712.0,1960.0,1,2837.0,11,1
DENC518648,7.0,279000.0,12,2020,13,4,2164,0.06,397,4,742,16600,49000,105,3.0,3.0,1,1475.0,0.0,1980.0,4,1475.0,27,1
DENC517224,5.0,289000.0,11,2020,13,4,2256,0.15,520,4,650,15600,52800,110,3.0,2.0,2,1850.0,0.0,1985.0,1,1850.0,27,1
DENC506354,8.0,300000.0,7,2020,13,4,2625,0.24,10,4,740,15100,64500,94,4.0,3.0,2,1875.0,0.0,1969.0,1,1875.0,12,1
DENC507960,6.0,289900.0,9,2020,13,4,2022,0.19,444,4,405,12000,49300,84,4.0,2.0,2,1875.0,0.0,1959.0,1,1875.0,12,1
DENC506106,3.0,285500.0,7,2020,13,4,2028,0.2,280,4,330,10100,51400,86,4.0,2.0,2,1600.0,364.0,1961.0,1,1964.0,27,1
DENC517092,2.0,299900.0,11,2020,13,4,3001,0.06,349,4,403,23600,67400,119,2.0,4.0,1,1550.0,0.0,1994.0,4,1550.0,26,1
DENC506082,9.0,289000.0,7,2020,13,4,2371,0.17,184,4,587,11400,60500,109,3.0,2.0,1,2575.0,888.0,1984.0,2,3463.0,12,1
DENC503140,10.0,279000.0,6,2020,13,4,3193,0.24,74,2,659,15200,81600,92,3.0,2.0,2,1850.0,0.0,1967.0,1,1850.0,26,1
DENC518576,15.0,292500.0,12,2020,13,4,3143,0.06,349,4,439,23600,71700,118,2.0,3.0,1,2000.0,800.0,1993.0,4,2800.0,12,1
DENC509652,11.0,299900.0,11,2020,13,4,2992,0.06,349,4,378,23600,67100,118,3.0,3.0,2,1550.0,0.0,1993.0,4,1550.0,27,1
DENC505574,2.0,285000.0,7,2020,13,4,2151,0.17,443,4,551,11900,53300,98,3.0,2.0,2,1700.0,682.0,1973.0,1,2382.0,11,1
DENC519422,6.0,289900.0,3,2021,13,4,2602,0.07,184,4,415,9900,69000,106,3.0,3.0,2,2400.0,525.0,1981.0,4,2925.0,13,1
DENC2000008,5.0,300000.0,3,2021,13,4,3163,0.07,283,4,281,24000,71900,117,3.0,3.0,2,1800.0,352.0,1992.0,4,2152.0,27,1
DENC519006,3.0,274900.0,1,2021,13,4,2246,0.18,228,4,637,13900,54200,88,4.0,2.0,2,2000.0,664.0,1963.0,1,2664.0,5,1
DENC518928,10.0,315000.0,1,2021,13,4,2945,0.11,397,4,781,23700,65600,108,3.0,3.0,2,2050.0,374.0,1983.0,2,2424.0,27,1
DENC517832,15.0,310000.0,12,2020,13,4,3058,0.06,349,4,382,23600,69100,118,3.0,3.0,2,1600.0,0.0,1993.0,4,1600.0,12,1
DENC516870,3.0,295000.0,11,2020,13,4,3321,0.15,349,4,440,27300,73400,118,2.0,4.0,1,2050.0,429.0,1993.0,2,2479.0,12,1
DENC510592,5.0,279000.0,10,2020,13,4,2151,0.19,446,4,441,11400,53800,83,3.0,2.0,2,1875.0,623.0,1958.0,1,2498.0,13,1
DENC507962,18.0,295000.0,8,2020,13,4,3054,0.06,349,4,457,23600,69000,121,2.0,4.0,1,1600.0,830.0,1996.0,4,2430.0,12,1
DENC503838,2.0,274900.0,6,2020,13,4,2075,0.27,445,4,286,13200,49700,84,4.0,2.0,2,1875.0,623.0,1959.0,1,2498.0,12,1
DENC502576,2.0,270000.0,6,2020,13,4,2243,0.21,228,4,668,13500,54500,88,4.0,2.0,2,2000.0,0.0,1963.0,1,2000.0,27,1
DENC501818,8.0,289000.0,5,2020,13,4,1817,0.16,163,4,726,11100,44000,85,4.0,2.0,2,1675.0,504.0,1960.0,1,2179.0,11,1
DENC499946,2.0,295000.0,5,2020,13,4,2556,0.23,10,4,753,15000,62500,93,4.0,2.0,2,1950.0,640.0,1968.0,1,2590.0,12,1
DENC499496,23.0,309000.0,4,2020,13,4,2447,0.28,228,4,701,14100,60100,88,4.0,3.0,2,2150.0,714.0,1963.0,1,2864.0,27,1
DENC512908,14.0,299999.0,11,2020,13,4,1755,0.29,163,4,275,12100,41100,85,3.0,2.0,2,1675.0,504.0,1960.0,1,2179.0,11,1
DENC524400,6.0,280000.0,4,2021,13,4,2042,0.29,442,4,390,11500,50400,88,3.0,3.0,2,1275.0,0.0,1963.0,1,1275.0,12,1
DENC512998,4.0,297000.0,11,2020,13,4,2131,0.19,148,4,297,11400,53200,83,4.0,3.0,1,1975.0,698.0,1958.0,1,2673.0,26,1
DENC506428,14.0,297500.0,8,2020,13,4,3061,0.06,349,4,480,23600,69200,121,2.0,3.0,2,1550.0,0.0,1996.0,4,1550.0,12,1
DENC502800,42.0,295000.0,6,2020,13,4,3674,0.14,93,4,292,26900,84500,111,2.0,3.0,2,2400.0,0.0,1986.0,2,2400.0,13,1
DENC521390,7.0,289900.0,2,2021,13,4,2955,0.06,349,4,431,23600,66000,118,2.0,3.0,1,1550.0,0.0,1993.0,4,1550.0,27,1
DENC513252,56.0,299000.0,11,2020,13,4,2085,0.22,148,4,280,11000,52200,83,3.0,2.0,2,1425.0,273.0,1958.0,1,1698.0,12,1
DENC500654,26.0,299900.0,5,2020,13,4,1873,0.17,98,4,329,11900,44900,81,3.0,2.0,2,2050.0,0.0,1956.0,1,2050.0,27,1
DENC496226,64.0,289900.0,3,2020,13,4,2078,0.26,444,4,771,12600,50400,81,4.0,2.0,2,1775.0,591.0,1956.0,1,2366.0,12,2
DENC507704,8.0,299900.0,8,2020,13,4,2009,0.19,228,4,393,12700,48200,88,4.0,2.0,2,2000.0,664.0,1963.0,1,2664.0,18,1
DENC505214,4.0,299900.0,7,2020,13,4,2945,0.0,40,4,203,13300,76000,120,3.0,3.0,2,1875.0,0.0,1995.0,4,1875.0,27,1
DENC500974,4.0,299900.0,5,2020,13,4,2401,0.15,158,4,404,8600,64200,104,4.0,2.0,2,1702.0,0.0,1979.0,1,1702.0,12,1
DENC497416,78.0,309900.0,3,2020,13,4,3147,0.06,349,4,389,23600,71800,119,3.0,3.0,2,1950.0,403.0,1994.0,4,2353.0,12,2
DENC525138,5.0,299900.0,4,2021,13,4,1877,0.19,264,4,596,11400,45500,80,3.0,2.0,2,1825.0,500.0,1955.0,1,2325.0,18,1
DENC524362,9.0,289500.0,4,2021,13,4,2563,0.07,184,4,603,10400,67300,107,3.0,2.0,1,2550.0,0.0,1982.0,4,2550.0,12,1
DENC521710,3.0,299900.0,3,2021,13,4,2579,0.22,158,4,357,9100,69100,103,3.0,3.0,2,2000.0,858.0,1978.0,1,2858.0,26,1
DENC517082,4.0,279900.0,12,2020,13,4,1930,0.2,601,4,403,16100,42400,112,3.0,3.0,2,0.0,0.0,1987.0,1,0.0,27,1
DENC512102,81.0,315000.0,10,2020,13,4,2085,0.21,445,4,775,12200,51000,84,3.0,2.0,2,1575.0,299.0,1959.0,1,1874.0,12,2
DENC510764,5.0,289900.0,10,2020,13,4,1877,0.5,163,4,757,13600,43300,87,3.0,2.0,1,1525.0,307.0,1962.0,1,1832.0,11,1
DENC507634,5.0,279900.0,8,2020,13,4,1883,0.16,393,4,360,11800,45300,85,4.0,2.0,1,1675.0,554.0,1960.0,1,2229.0,12,1
DENC506536,24.0,310000.0,8,2020,13,4,3130,0.12,349,4,416,26100,68800,120,3.0,3.0,1,1625.0,0.0,1995.0,2,1625.0,12,1
DENC504522,14.0,305000.0,7,2020,13,4,3081,0.06,349,4,508,23600,69800,119,2.0,3.0,2,1700.0,0.0,1994.0,4,1700.0,27,1
DENC502788,3.0,289900.0,6,2020,13,4,2220,0.25,337,4,494,13200,54100,93,3.0,3.0,2,2400.0,872.0,1968.0,1,3272.0,11,1
DENC501498,8.0,289900.0,5,2020,13,4,1903,0.25,444,4,495,12500,45200,81,4.0,2.0,1,1550.0,260.0,1956.0,1,1810.0,26,1
DENC499030,32.0,304900.0,3,2020,13,4,2266,0.3,280,4,236,11500,57200,78,4.0,2.0,1,2100.0,0.0,1953.0,1,2100.0,27,1
DENC502940,3.0,295000.0,6,2020,13,4,1758,0.23,281,4,386,11600,41700,82,3.0,2.0,2,1450.0,572.0,1957.0,1,2022.0,12,1
DENC521810,1.0,305000.0,3,2021,13,4,2009,0.27,163,4,401,11900,49000,85,3.0,2.0,2,2275.0,569.0,1960.0,1,2844.0,26,1
DENC520754,9.0,275000.0,2,2021,13,4,2715,0.08,397,4,279,20300,62000,101,3.0,4.0,2,2300.0,459.0,1976.0,4,2759.0,12,1
DENC501704,5.0,310000.0,5,2020,13,4,2912,0.22,506,4,648,18700,69600,109,3.0,3.0,2,1825.0,0.0,1984.0,1,1825.0,11,1
DENC497766,72.0,304900.0,3,2020,13,4,3259,0.06,349,4,468,23600,75200,121,3.0,3.0,2,1950.0,403.0,1996.0,4,2353.0,12,2
DENC523044,6.0,305000.0,3,2021,13,4,1748,0.22,281,4,354,11600,41400,81,3.0,2.0,2,1450.0,572.0,1956.0,1,2022.0,12,1
DENC522776,4.0,305000.0,3,2021,13,4,2240,0.16,228,4,646,13700,54200,88,3.0,3.0,1,2000.0,664.0,1963.0,1,2664.0,12,1
DENC519188,1.0,305000.0,1,2021,13,4,1791,0.25,281,4,346,11800,42500,83,4.0,2.0,2,1325.0,276.0,1958.0,1,1601.0,26,1
DENC517978,5.0,294900.0,12,2020,13,4,2190,0.23,232,4,775,16000,50400,90,3.0,2.0,2,1425.0,0.0,1965.0,1,1425.0,26,1
DENC508818,3.0,285000.0,9,2020,13,4,999,0.28,60,4,425,12700,49600,85,3.0,2.0,2,1375.0,374.0,1960.0,1,1749.0,11,1
DENC507304,6.0,289900.0,8,2020,13,4,2441,0.34,250,4,762,13200,60800,80,3.0,3.0,2,1522.0,734.0,1955.0,1,2256.0,11,1
DENC511574,2.0,294900.0,10,2020,13,4,2365,0.33,601,4,354,17500,54200,113,3.0,2.0,1,2365.0,935.0,1988.0,1,3300.0,27,1
DENC500210,3.0,295000.0,4,2020,13,4,2497,0.31,228,4,394,14400,61300,88,4.0,3.0,2,1975.0,0.0,1963.0,1,1975.0,27,1
DENC511328,2.0,315000.0,10,2020,13,4,3641,0.24,283,4,720,27900,82500,119,3.0,3.0,2,2100.0,434.0,1994.0,2,2534.0,27,1
DENC518708,2.0,305900.0,1,2021,13,4,2276,0.21,520,4,661,16200,52800,110,4.0,2.0,2,1800.0,0.0,1985.0,1,1800.0,27,1
DENC496572,56.0,313000.0,3,2020,13,4,3651,0.18,283,4,547,28500,82200,119,3.0,4.0,2,2050.0,410.0,1994.0,2,2460.0,12,1
DENC523842,5.0,294900.0,4,2021,13,4,1972,0.18,442,4,490,11300,48500,88,3.0,2.0,2,1675.0,560.0,1963.0,1,2235.0,11,1
DENC507774,3.0,309000.0,8,2020,13,4,3232,0.08,283,4,512,24400,73600,120,3.0,3.0,2,1650.0,1400.0,1995.0,4,3050.0,12,1
DENC518296,6.0,289900.0,1,2021,13,4,2510,0.17,176,4,292,11200,64900,117,3.0,3.0,2,2000.0,0.0,1992.0,1,2000.0,27,1
DENC511730,22.0,324900.0,10,2020,13,4,2286,0.31,281,4,404,11100,58200,83,3.0,3.0,1,2600.0,640.0,1958.0,1,3240.0,27,1
DENC509676,7.0,310000.0,9,2020,13,4,2424,0.22,228,4,774,13600,59900,88,4.0,2.0,2,2000.0,400.0,1963.0,1,2400.0,12,1
DENC507104,1.0,310000.0,8,2020,13,4,2177,0.17,148,4,302,11200,54800,82,3.0,2.0,2,1425.0,273.0,1957.0,1,1698.0,27,1
DENC506254,4.0,285000.0,7,2020,13,4,2088,0.16,148,4,345,11100,52200,82,3.0,2.0,1,1425.0,273.0,1957.0,1,1698.0,33,1
DENC503780,12.0,309900.0,6,2020,13,4,2820,0.18,10,4,695,13300,72200,94,4.0,3.0,2,2075.0,0.0,1969.0,1,2075.0,27,1
DENC502518,4.0,290850.0,6,2020,13,4,2302,0.16,228,4,270,13100,56700,88,4.0,3.0,2,1775.0,0.0,1963.0,1,1775.0,27,1
DENC518548,5.0,319900.0,12,2020,13,4,3242,0.07,283,4,242,24000,74300,117,3.0,3.0,2,1825.0,352.0,1992.0,4,2177.0,12,1
DENC509800,5.0,339900.0,9,2020,13,4,2118,0.19,337,4,759,12700,51500,90,3.0,2.0,2,2025.0,675.0,1965.0,1,2700.0,11,1
DENC501278,3.0,300000.0,5,2020,13,4,3312,0.08,349,4,421,24400,76000,120,3.0,3.0,2,2000.0,0.0,1995.0,4,2000.0,12,1
DENC500706,6.0,320000.0,5,2020,13,4,2391,0.22,228,4,749,14300,58200,88,4.0,2.0,2,2025.0,664.0,1963.0,1,2689.0,12,1
DENC511232,8.0,325000.0,10,2020,13,4,1979,0.17,6,2,479,11200,48800,89,4.0,2.0,2,1875.0,246.0,1964.0,1,2121.0,26,1
DENC507480,2.0,315000.0,9,2020,13,4,2856,0.17,506,4,649,18100,68500,111,3.0,3.0,2,1725.0,0.0,1986.0,1,1725.0,27,1
DENC507498,7.0,290000.0,8,2020,13,4,1999,0.23,444,4,758,12300,48300,81,4.0,2.0,1,1825.0,0.0,1956.0,1,1825.0,19,1
DENC503930,4.0,299999.0,6,2020,13,4,2335,0.17,233,4,725,13800,57000,90,4.0,3.0,2,2100.0,704.0,1965.0,1,2804.0,12,1
DENC501876,4.0,299900.0,5,2020,13,4,2385,0.23,228,4,379,13100,59200,86,4.0,2.0,2,2400.0,664.0,1961.0,1,3064.0,12,1
DENC500286,1.0,310000.0,4,2020,13,4,2292,0.19,228,4,380,13400,56100,88,5.0,3.0,2,2100.0,704.0,1963.0,1,2804.0,26,1
DENC498370,40.0,305000.0,3,2020,13,4,2385,0.16,228,4,282,12400,59900,88,4.0,2.0,2,2025.0,664.0,1963.0,1,2689.0,12,1
DENC522838,10.0,324900.0,3,2021,13,4,3727,0.17,184,4,612,15800,97200,113,4.0,4.0,2,3000.0,1087.0,1988.0,2,4087.0,12,1
DENC523404,5.0,300000.0,4,2021,13,4,3064,0.06,349,4,408,23600,69300,119,2.0,3.0,2,1506.0,416.0,1994.0,4,1922.0,27,1
DENC519394,14.0,309900.0,1,2021,13,4,2589,0.09,397,4,265,21600,56900,108,3.0,3.0,2,1675.0,864.0,1983.0,2,2539.0,12,1
DENC504304,3.0,319900.0,7,2020,13,4,2685,0.41,30,4,327,19800,61600,88,3.0,2.0,2,1500.0,600.0,1963.0,1,2100.0,11,1
DENC524666,5.0,305000.0,4,2021,13,4,2365,0.16,176,4,317,11100,60600,118,3.0,3.0,2,1850.0,0.0,1993.0,1,1850.0,27,1
DENC520384,7.0,299000.0,2,2021,13,4,2889,0.26,74,2,760,15400,72200,96,4.0,3.0,2,2175.0,0.0,1971.0,1,2175.0,26,1
DENC519514,11.0,325000.0,1,2021,13,4,2038,0.19,446,4,449,11400,50400,83,4.0,2.0,2,1950.0,652.0,1958.0,1,2602.0,12,1
DENC517732,7.0,300000.0,12,2020,13,4,2378,0.22,281,4,360,11600,60500,82,4.0,3.0,2,2125.0,0.0,1957.0,1,2125.0,12,1
DENC511838,33.0,315000.0,10,2020,13,4,3011,0.11,397,4,223,23700,67600,108,3.0,3.0,2,2050.0,0.0,1983.0,2,2050.0,27,1
DENC511444,6.0,310000.0,10,2020,13,4,2668,0.14,397,4,270,25400,55500,100,4.0,4.0,2,2325.0,721.0,1975.0,2,3046.0,12,1
DENC506122,4.0,295900.0,7,2020,13,4,2124,0.26,185,2,677,11200,53200,87,4.0,3.0,2,2625.0,496.0,1962.0,1,3121.0,26,1
DENC501896,20.0,309900.0,5,2020,13,4,1946,0.41,148,4,392,12400,46600,82,3.0,2.0,2,1675.0,546.0,1957.0,1,2221.0,13,1
DENC495868,118.0,325000.0,2,2020,13,4,2652,0.34,444,4,272,13200,67200,81,4.0,2.0,2,1950.0,0.0,1956.0,1,1950.0,19,2
DENC495130,68.0,339900.0,2,2020,13,4,3404,0.08,349,4,428,24400,78800,121,4.0,3.0,2,2000.0,700.0,1996.0,4,2700.0,12,2
DENC503432,5.0,299900.0,6,2020,13,4,2467,0.27,10,4,637,15300,59500,96,3.0,3.0,2,1750.0,450.0,1971.0,1,2200.0,26,1
DENC499704,4.0,310000.0,7,2020,13,4,2035,0.21,228,4,438,13500,48200,86,4.0,3.0,2,2150.0,490.0,1961.0,1,2640.0,14,1
DENC521946,4.0,319900.0,3,2021,13,4,2546,0.19,506,4,650,18400,58800,110,2.0,2.0,2,1425.0,0.0,1985.0,1,1425.0,11,1
DENC521450,5.0,310000.0,2,2021,13,4,3533,0.08,282,4,701,25600,81500,111,3.0,3.0,2,2425.0,0.0,1986.0,4,2425.0,28,1
DENC518882,12.0,324900.0,1,2021,13,4,2230,0.26,96,4,569,11900,55700,90,3.0,2.0,2,1950.0,390.0,1965.0,1,2340.0,11,1
DENC522742,10.0,300000.0,3,2021,13,4,2226,0.16,228,4,757,13100,54400,88,4.0,2.0,2,2000.0,200.0,1963.0,1,2200.0,27,1
DENC506210,2.0,309900.0,8,2020,13,4,2886,0.22,74,2,774,15000,72500,91,3.0,3.0,2,1850.0,0.0,1966.0,1,1850.0,12,1
DENC506650,5.0,299900.0,8,2020,13,4,2167,0.23,444,4,505,12900,52800,81,4.0,2.0,2,1825.0,520.0,1956.0,1,2345.0,19,1
DENC524508,4.0,305000.0,4,2021,13,4,2170,0.19,445,4,667,11400,54400,84,3.0,2.0,1,2225.0,957.0,1959.0,1,3182.0,18,1
DENC505832,2.0,319900.0,7,2020,13,4,2632,0.24,10,4,243,15800,64000,94,4.0,3.0,2,1950.0,0.0,1969.0,1,1950.0,12,1
DENC504530,4.0,314900.0,7,2020,13,4,2266,0.16,228,4,757,13100,55600,91,4.0,3.0,2,1739.0,672.0,1966.0,1,2411.0,27,1
DENC500552,3.0,325000.0,5,2020,13,4,2761,0.53,319,4,283,16700,67000,84,3.0,3.0,2,2300.0,1400.0,1959.0,1,3700.0,11,1
DENC523586,4.0,319900.0,4,2021,13,4,1718,0.19,163,4,281,11400,40700,85,4.0,2.0,2,2000.0,0.0,1960.0,1,2000.0,27,1
DENC522948,3.0,300000.0,3,2021,13,4,3288,0.07,283,4,269,24000,75700,118,2.0,3.0,2,1800.0,352.0,1993.0,4,2152.0,27,1
DENC499846,4.0,325000.0,4,2020,13,4,2230,0.22,445,4,479,12300,55300,84,4.0,3.0,2,1875.0,623.0,1959.0,1,2498.0,5,1
DENC498754,48.0,339500.0,3,2020,13,4,2833,0.23,10,4,283,15000,70900,94,4.0,3.0,2,2075.0,0.0,1969.0,1,2075.0,27,1
DENC500736,6.0,325000.0,5,2020,13,4,2434,0.51,129,4,356,9900,63900,65,3.0,3.0,2,2100.0,350.0,1940.0,1,2450.0,12,1
DENC497312,13.0,340000.0,3,2020,13,4,3091,0.3,74,2,740,15700,78000,97,4.0,3.0,2,2138.0,0.0,1972.0,1,2138.0,27,1
DENC520984,1.0,325000.0,3,2021,13,4,2101,0.34,444,4,691,13200,50500,80,4.0,2.0,1,2350.0,1040.0,1955.0,1,3390.0,27,1
DENC522740,6.0,325900.0,3,2021,13,4,2131,0.2,446,4,394,12100,52500,84,4.0,2.0,2,1875.0,623.0,1959.0,1,2498.0,12,1
DENC522200,12.0,345000.0,3,2021,13,4,2451,0.26,228,4,458,14000,60300,86,4.0,3.0,1,1900.0,0.0,1961.0,1,1900.0,27,1
DENC505134,32.0,359900.0,7,2020,13,4,2075,0.24,97,4,779,9700,53200,96,4.0,3.0,2,1842.0,705.0,1971.0,1,2547.0,12,1
DENC504582,3.0,335000.0,7,2020,13,4,2985,0.23,10,4,782,15000,75500,95,4.0,3.0,2,2075.0,0.0,1970.0,1,2075.0,13,1
DENC498380,64.0,349000.0,3,2020,13,4,3852,0.07,293,2,586,18300,98500,127,2.0,3.0,2,2425.0,958.0,2002.0,4,3383.0,12,2
DENC521046,5.0,310000.0,2,2021,13,4,2094,0.22,280,4,503,10200,53300,85,4.0,3.0,2,1950.0,200.0,1960.0,1,2150.0,12,1
DENC522118,6.0,319000.0,3,2021,13,4,2286,0.17,228,4,329,13200,56100,88,4.0,3.0,2,1775.0,0.0,1963.0,1,1775.0,12,1
DENC522890,1.0,339900.0,3,2021,13,4,2866,0.59,86,4,569,18600,68300,104,4.0,2.0,2,1875.0,0.0,1979.0,1,1875.0,27,1
DENC500972,9.0,339900.0,5,2020,13,4,3579,0.53,452,4,481,25500,83000,95,5.0,3.0,1,2475.0,0.0,1970.0,1,2475.0,28,1
DENC522312,5.0,340000.0,4,2021,13,4,2556,0.29,74,2,577,15600,61900,97,4.0,3.0,2,1850.0,0.0,1972.0,1,1850.0,27,1
DENC508192,5.0,326900.0,8,2020,13,4,2296,0.23,446,4,769,12300,57300,83,4.0,2.0,2,2450.0,0.0,1958.0,1,2450.0,18,1
DENC503136,6.0,340000.0,6,2020,13,4,3213,0.28,74,2,780,15600,81800,89,4.0,3.0,2,2950.0,624.0,1964.0,1,3574.0,27,1
DENC524174,6.0,339900.0,4,2021,13,4,2408,0.25,148,4,758,11200,61800,83,4.0,2.0,2,1675.0,360.0,1958.0,1,2035.0,27,1
DENC504944,10.0,344900.0,7,2020,13,4,3697,0.08,293,2,753,18600,93500,128,2.0,3.0,2,1650.0,250.0,2003.0,4,1900.0,27,1
DENC510758,7.0,329900.0,10,2020,13,4,2177,0.23,444,4,226,12300,53700,81,5.0,2.0,1,1775.0,591.0,1956.0,1,2366.0,12,1
DENC506228,3.0,329900.0,8,2020,13,4,3298,0.08,349,4,499,24400,75600,120,3.0,4.0,2,2000.0,0.0,1995.0,4,2000.0,12,1
DENC502016,4.0,340000.0,5,2020,13,4,2602,0.29,285,4,214,13400,65500,97,3.0,3.0,2,2725.0,0.0,1972.0,1,2725.0,12,1
